,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,11696,みずほ証券,Mizuho Securities,500,12724,ＨＳＢＣ証券,HSBC (Japan),500,165090005,FUT_TOPIX_2009,2020-08-21
3,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,315,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,391,165090005,FUT_TOPIX_2009,2020-08-21
4,12800,モルガンスタンレー,Morgan Stanley MUFG,139,11560,ゴールドマンサックス,Goldman Sachs Japan,214,165090005,FUT_TOPIX_2009,2020-08-21
5,12792,メリルリンチ日本証券,Merrill Lynch Japan,133,11714,ＪＰモルガン証券,JPMorgan Japan,133,165090005,FUT_TOPIX_2009,2020-08-21
6,12400,野村證券,Nomura Securities,126,12400,野村證券,Nomura Securities,126,165090005,FUT_TOPIX_2009,2020-08-21
7,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,79,11792,シティグループ証券,Citigroup Japan,51,165090005,FUT_TOPIX_2009,2020-08-21
8,11792,シティグループ証券,Citigroup Japan,51,11256,ＳＢＩ証券,SBI SECURITIES,34,165090005,FUT_TOPIX_2009,2020-08-21
9,11560,ゴールドマンサックス,Goldman Sachs Japan,49,11635,クレディ・スイス証券,Credit Suisse Japan,5,165090005,FUT_TOPIX_2009,2020-08-21
10,11256,ＳＢＩ証券,SBI SECURITIES,34,12800,モルガンスタンレー,Morgan Stanley MUFG,4,165090005,FUT_TOPIX_2009,2020-08-21
11,11746,ＵＢＳ証券,UBS Securities Japan,30,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,3,165090005,FUT_TOPIX_2009,2020-08-21
12,11635,クレディ・スイス証券,Credit Suisse Japan,5,12072,東海東京証券,Tokai Tokyo Sec,2,165090005,FUT_TOPIX_2009,2020-08-21
13,12072,東海東京証券,Tokai Tokyo Sec,2,-,-,-,-,165090005,FUT_TOPIX_2009,2020-08-21
16,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,2199,12400,野村證券,Nomura Securities,1615,165090018,FUT_NK225_2009,2020-08-21
17,11256,ＳＢＩ証券,SBI SECURITIES,899,11788,ソシエテ・ジェネラル,Societe Generale,1065,165090018,FUT_NK225_2009,2020-08-21
18,11788,ソシエテ・ジェネラル,Societe Generale,871,11256,ＳＢＩ証券,SBI SECURITIES,899,165090018,FUT_NK225_2009,2020-08-21
19,11696,みずほ証券,Mizuho Securities,704,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,824,165090018,FUT_NK225_2009,2020-08-21
20,11560,ゴールドマンサックス,Goldman Sachs Japan,605,12000,大和証券,Daiwa Securities,650,165090018,FUT_NK225_2009,2020-08-21
21,11746,ＵＢＳ証券,UBS Securities Japan,488,11714,ＪＰモルガン証券,JPMorgan Japan,546,165090018,FUT_NK225_2009,2020-08-21
22,12400,野村證券,Nomura Securities,456,12800,モルガンスタンレー,Morgan Stanley MUFG,495,165090018,FUT_NK225_2009,2020-08-21
23,12000,大和証券,Daiwa Securities,363,12792,メリルリンチ日本証券,Merrill Lynch Japan,322,165090018,FUT_NK225_2009,2020-08-21
24,12410,バークレイズ証券,Barclays Japan,130,11560,ゴールドマンサックス,Goldman Sachs Japan,320,165090018,FUT_NK225_2009,2020-08-21
25,12792,メリルリンチ日本証券,Merrill Lynch Japan,103,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),254,165090018,FUT_NK225_2009,2020-08-21
26,11714,ＪＰモルガン証券,JPMorgan Japan,88,12724,ＨＳＢＣ証券,HSBC (Japan),66,165090018,FUT_NK225_2009,2020-08-21
27,12800,モルガンスタンレー,Morgan Stanley MUFG,80,12410,バークレイズ証券,Barclays Japan,52,165090018,FUT_NK225_2009,2020-08-21
28,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),72,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,46,165090018,FUT_NK225_2009,2020-08-21
29,12072,東海東京証券,Tokai Tokyo Sec,42,11746,ＵＢＳ証券,UBS Securities Japan,9,165090018,FUT_NK225_2009,2020-08-21
30,11792,シティグループ証券,Citigroup Japan,41,-,-,-,-,165090018,FUT_NK225_2009,2020-08-21
31,12336,日産証券,Nissan Securities,21,-,-,-,-,165090018,FUT_NK225_2009,2020-08-21
32,11635,クレディ・スイス証券,Credit Suisse Japan,1,-,-,-,-,165090018,FUT_NK225_2009,2020-08-21
35,12000,大和証券,Daiwa Securities,650,11788,ソシエテ・ジェネラル,Societe Generale,850,165120018,FUT_NK225_2012,2020-08-21
36,12800,モルガンスタンレー,Morgan Stanley MUFG,300,11696,みずほ証券,Mizuho Securities,500,165120018,FUT_NK225_2012,2020-08-21
37,11788,ソシエテ・ジェネラル,Societe Generale,200,11256,ＳＢＩ証券,SBI SECURITIES,4,165120018,FUT_NK225_2012,2020-08-21
38,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,200,-,-,-,-,165120018,FUT_NK225_2012,2020-08-21
39,11256,ＳＢＩ証券,SBI SECURITIES,4,-,-,-,-,165120018,FUT_NK225_2012,2020-08-21
42,11256,ＳＢＩ証券,SBI SECURITIES,30478,11256,ＳＢＩ証券,SBI SECURITIES,30478,165090019,FUT_NK225M_2009,2020-08-21
43,12400,野村證券,Nomura Securities,932,12400,野村證券,Nomura Securities,932,165090019,FUT_NK225M_2009,2020-08-21
46,11256,ＳＢＩ証券,SBI SECURITIES,82,11256,ＳＢＩ証券,SBI SECURITIES,82,165100019,FUT_NK225M_2010,2020-08-21
49,11256,ＳＢＩ証券,SBI SECURITIES,17,11256,ＳＢＩ証券,SBI SECURITIES,17,165110019,FUT_NK225M_2011,2020-08-21
52,11256,ＳＢＩ証券,SBI SECURITIES,9,11256,ＳＢＩ証券,SBI SECURITIES,9,135091818,PUT_NK225_200911_21875,2020-08-21
55,12400,野村證券,Nomura Securities,1000,12400,野村證券,Nomura Securities,1000,135092018,PUT_NK225_200911_22000,2020-08-21
56,11696,みずほ証券,Mizuho Securities,575,11714,ＪＰモルガン証券,JPMorgan Japan,500,135092018,PUT_NK225_200911_22000,2020-08-21
57,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,200,12410,バークレイズ証券,Barclays Japan,200,135092018,PUT_NK225_200911_22000,2020-08-21
58,11256,ＳＢＩ証券,SBI SECURITIES,28,11696,みずほ証券,Mizuho Securities,75,135092018,PUT_NK225_200911_22000,2020-08-21
59,-,-,-,-,11256,ＳＢＩ証券,SBI SECURITIES,28,135092018,PUT_NK225_200911_22000,2020-08-21
62,12400,野村證券,Nomura Securities,1000,12400,野村證券,Nomura Securities,1000,135092118,PUT_NK225_200911_22125,2020-08-21
65,11714,ＪＰモルガン証券,JPMorgan Japan,400,12800,モルガンスタンレー,Morgan Stanley MUFG,500,135092218,PUT_NK225_200911_22250,2020-08-21
66,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,150,12724,ＨＳＢＣ証券,HSBC (Japan),150,135092218,PUT_NK225_200911_22250,2020-08-21
67,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),100,11256,ＳＢＩ証券,SBI SECURITIES,13,135092218,PUT_NK225_200911_22250,2020-08-21
68,11256,ＳＢＩ証券,SBI SECURITIES,13,-,-,-,-,135092218,PUT_NK225_200911_22250,2020-08-21
71,11256,ＳＢＩ証券,SBI SECURITIES,4,11256,ＳＢＩ証券,SBI SECURITIES,4,135092318,PUT_NK225_200911_22375,2020-08-21
74,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,800,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,700,135092518,PUT_NK225_200911_22500,2020-08-21
75,11746,ＵＢＳ証券,UBS Securities Japan,500,11788,ソシエテ・ジェネラル,Societe Generale,600,135092518,PUT_NK225_200911_22500,2020-08-21
76,11714,ＪＰモルガン証券,JPMorgan Japan,400,11746,ＵＢＳ証券,UBS Securities Japan,400,135092518,PUT_NK225_200911_22500,2020-08-21
77,11256,ＳＢＩ証券,SBI SECURITIES,109,11256,ＳＢＩ証券,SBI SECURITIES,109,135092518,PUT_NK225_200911_22500,2020-08-21
80,11256,ＳＢＩ証券,SBI SECURITIES,4,11256,ＳＢＩ証券,SBI SECURITIES,4,135092618,PUT_NK225_200911_22625,2020-08-21
83,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,200,12792,メリルリンチ日本証券,Merrill Lynch Japan,200,135092718,PUT_NK225_200911_22750,2020-08-21
84,11256,ＳＢＩ証券,SBI SECURITIES,18,11256,ＳＢＩ証券,SBI SECURITIES,18,135092718,PUT_NK225_200911_22750,2020-08-21
87,11256,ＳＢＩ証券,SBI SECURITIES,4,11256,ＳＢＩ証券,SBI SECURITIES,4,135092818,PUT_NK225_200911_22875,2020-08-21
90,11256,ＳＢＩ証券,SBI SECURITIES,14,11256,ＳＢＩ証券,SBI SECURITIES,14,135093018,PUT_NK225_200911_23000,2020-08-21
93,11256,ＳＢＩ証券,SBI SECURITIES,8,11256,ＳＢＩ証券,SBI SECURITIES,8,145093818,CAL_NK225_200911_23875,2020-08-21
96,12724,ＨＳＢＣ証券,HSBC (Japan),150,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,150,145093718,CAL_NK225_200911_23750,2020-08-21
97,11256,ＳＢＩ証券,SBI SECURITIES,34,11256,ＳＢＩ証券,SBI SECURITIES,34,145093718,CAL_NK225_200911_23750,2020-08-21
100,11256,ＳＢＩ証券,SBI SECURITIES,4,11256,ＳＢＩ証券,SBI SECURITIES,4,145093618,CAL_NK225_200911_23625,2020-08-21
103,11560,ゴールドマンサックス,Goldman Sachs Japan,350,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,350,145093518,CAL_NK225_200911_23500,2020-08-21
104,11256,ＳＢＩ証券,SBI SECURITIES,21,11256,ＳＢＩ証券,SBI SECURITIES,21,145093518,CAL_NK225_200911_23500,2020-08-21
107,11256,ＳＢＩ証券,SBI SECURITIES,2,11256,ＳＢＩ証券,SBI SECURITIES,2,145093318,CAL_NK225_200911_23375,2020-08-21
110,11256,ＳＢＩ証券,SBI SECURITIES,14,11256,ＳＢＩ証券,SBI SECURITIES,14,145093218,CAL_NK225_200911_23250,2020-08-21
113,11256,ＳＢＩ証券,SBI SECURITIES,4,11256,ＳＢＩ証券,SBI SECURITIES,4,145093118,CAL_NK225_200911_23125,2020-08-21
116,11560,ゴールドマンサックス,Goldman Sachs Japan,350,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,350,145093018,CAL_NK225_200911_23000,2020-08-21
117,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,100,12792,メリルリンチ日本証券,Merrill Lynch Japan,100,145093018,CAL_NK225_200911_23000,2020-08-21
118,11256,ＳＢＩ証券,SBI SECURITIES,14,11256,ＳＢＩ証券,SBI SECURITIES,14,145093018,CAL_NK225_200911_23000,2020-08-21
